Unnamed: 0_level_0,Number of voxels,Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate region,Peak T value
Unnamed: 0_level_1,Unnamed: 1_level_1,X,Y,Z,Unnamed: 5_level_1,Unnamed: 6_level_1
1,1956,−12,−81,−36,"Left occipital gyrus, left cerebellum",5.98
2,1212,−3,15,12,"Left frontal gyrus, anterior cingulate",3.97
