Unnamed: 0_level_0,Number of voxels,Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate region,Peak T value
Unnamed: 0_level_1,Unnamed: 1_level_1,X,Y,Z,Unnamed: 5_level_1,Unnamed: 6_level_1
1,186,24,57,3,Right supra frontal gyrus,3.49
