Region,Size (μl),t score,Coordinates,Coordinates,Coordinates
Region,Size (μl),t score,x,y,z
Left superior temporal gyrus,"8,472",6.29,−62,−16,8
Left Heschl’s gyrus,,4.18,−40,−30,10
Left Heschl’s gyrus,,4.08,−42,−24,12
Right superior temporal gyrus,"3,400",4.84,52,−16,10
Right superior temporal gyrus,,3.37,62,8,2
