Region,Size (μl),t score,Coordinates,Coordinates,Coordinates
Region,Size (μl),t score,x,y,z
Right superior temporal gyrus,"11,152",7.99,62,−8,2
Right superior temporal gyrus,,7.78,60,0,−4
Right superior temporal gyrus,,7.47,64,−20,0
Left superior temporal gyrus,"9,664",7.87,−60,−10,0
Left superior temporal gyrus,,7.83,−64,−24,2
