table_id,table_label,table_caption,table_number,x,y,z,p_value,region,size,statistic,groups
T2,Table 2,,,50.0,-54.0,-4.0,,,,,
T2,Table 2,,,28.0,-88.0,-8.0,,,,,
T2,Table 2,,,50.0,-54.0,-4.0,,,,,
T2,Table 2,,,28.0,-88.0,-8.0,,,,,
